"","","日本","","韓國","","北韓","","香港","","中國大陸","","澳門","","蒙古","","越南","","泰國","","馬來西亞","","新加坡","","菲律賓","","汶萊","","印尼","","柬埔寨","","寮國","","帝汶","","緬甸","","索羅門群島","","吐瓦魯","","印度","","巴基斯坦","","斯里蘭卡","","孟加拉","","尼泊爾","","不丹","","馬爾地夫","","塞席爾","","吉里巴斯","","伊朗","","伊拉克","","巴林","","南葉門","","沙烏地阿拉伯","","科威特","","卡達","","阿曼","","以色列","","約旦","","敘利亞","","黎巴嫩","","阿拉伯聯合大公國","","葉門","","土耳其","","賽普勒斯","","阿富汗(觀光)","","埃及","","摩洛哥","","阿爾及利亞","","突尼西亞","","利比亞","","蘇丹","","索馬利亞","","南非","","象牙海岸","","奈及利亞","","賴比瑞亞","","幾內亞","","安哥拉","","剛果共和國","","中非共和國","","波札那","","喀麥隆","","查德","","衣索匹亞","","加彭","","甘比亞","","迦納","","肯亞","","賴索托","","馬拉加西","","模里西斯","","馬利","","馬拉威","","莫三鼻克","","尼日","","盧安達","","塞內加爾","","獅子山","","坦桑尼亞","","烏干達","","尚比亞","","多哥","","辛巴威","","史瓦濟蘭","","布吉納法索","","貝南","","赤道幾內亞","","維德角島","","吉布地","","西撒哈拉","","幾內亞比索","","葛摩","","留尼旺","","聖多美及普林西比","","美國","","加拿大","","百慕達","","墨西哥","","巴拿馬","","巴貝多","","巴哈馬","","古巴","","哥斯達黎加","","多明尼加","","瓜地馬拉","","宏都拉斯","","海地","","牙買加","","尼加拉瓜","","薩爾瓦多","","千里達及托貝哥","","聖文森","","貝里斯","","格瑞那達","","聖露西亞","","聖克里斯多福","","阿根廷","","巴西","","智利","","委內瑞拉","","玻利維亞","","哥倫比亞","","厄瓜多爾","","巴拉圭","","秘魯","","烏拉圭","","蘇利南","","蓋亞納","","澳洲","","紐西蘭","","裴濟","","諾魯","","帛琉","","東加","","巴布亞新幾內亞","","萬那杜","","馬紹爾","","大溪地","","密克羅尼西亞","","比利時","","法國","","德國","","義大利","","荷蘭","","英國","","西班牙","","瑞典","","瑞士","","挪威","","丹麥","","愛爾蘭","","冰島","","葡萄牙","","芬蘭","","奧地利","","南斯拉夫","","希臘","","馬爾他","","盧森堡","","摩納哥","","安道爾","","列支敦斯登","","白俄羅斯","","烏克蘭","","教廷","","克羅埃西亞","","波士尼亞","","愛沙尼亞","","立陶宛","","拉脫維亞","","馬其頓","","斯洛凡尼亞","","斯洛伐克","","俄羅斯","","東德","","波蘭","","捷克","","匈牙利","","阿爾巴尼亞","","羅馬尼亞","","保加利亞","","摩爾多瓦","","聖馬利諾",""
"","","Japan","","Korea","","Democratic People's Republic of Korea","","Hong Kong","","Mainland China","","Macao","","Mongolia","","Vietnam","","Thailand","","Malaysia","","Singapore","","Philippines","","Brunei","","Indonesia","","Cambodia","","Laos","","Timor","","Myanmar","","Solomon Islands","","Tuvalu","","India","","Pakistan","","Sri Lanka","","Bangladesh","","Nepal","","Bhutan ","","Maldives","","Seychelles","","Kiribati","","Iran","","Iraq","","Bahrain","","South Yemen","","Saudi Arabia","","Kuwait","","Qatar","","Oman","","Israel","","Jordan","","Syria","","Lebanon","","United Arab Emirates","","Yemen","","TURKEY","","Cyprus","","Afghanistan","","Egypt","","Morocco","","Algeria","","Tunisia","","Libya
","","Sudan","","Somalia","","S. Africa","","Cote D'ivoire","","Nigeria","","Liberia","","Guinea","","Angola","","Congo","","Central African","","Botswana","","Cameroon","","Chad","","Ethiopia","","Gabon","","Gambia","","Ghana","","Kenya","","Lesotho","","Madagascar","","Mauritius","","Mali","","Malawi","","Mozambique","","Niger","","Rwanda","","Senegal","","Sierra Leone","","Tanzania","","Uganda","","Zambia","","Togolese Republic","","Zimbabwe","","Swaziland","","Burkina Faso","","Benin","","Equatorial Guinea","","Cape Verde","","Djibouti","","Saharaui","","Guinea Bissau","","Comoros","","Reunion","","Sao Tome & Principe","","United States of America","","Canada","","Bermuda","","Mexico","","Panama","","Barbados","","Bahamas","","Cuba","","Costa Rica","","Dominican Rep.","","Guatemala","","Honduras","","Haiti","","Jamaica","","Nicaragua","","El Salvador","","Trinidad","","Saint Vincent","","Belize","","Grenada","","Saint Lucia","","St. Christopher","","Argentina","","Brazil","","Chile","","Venezuela","","Bolivia","","Colombia","","Ecuador","","Paraguay","","Peru","","Uruguay","","Suriname","","Guyana","","Australia","","New Zealand","","Fiji","","Nauru","","Palau","","Tonga","","Papua New Guinea","","Vanuatu","","Marshall","","Tahiti","","Micronesian","","Belgium","","France","","Germany","","Italy","","Netherlands","","U.K.","","Spain","","Sweden","","Switzerland","","Norway","","Denmark","","Ireland","","Iceland","","Portugal","","Finland","","Austria","","Yugoslavia","","Greece","","Malta","","Luxembourg","","Monaco","","Andorra","","Liechtenstein","","Belarus","","Ukraine ","","Holy See","","Croatia","","Bosnia","","Estonia","","Lithuania","","Latvia","","Macedonia","","Slovenia","","Slovakia","","Russian Federation","","German Democratic","","Poland","","Czech","","Hungary","","Albania","","Romania","","Bulgaria","","Moldova","","San Marino",""
"年別","月份","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女","男","女"
"Year","Month","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female"
"98","1","42001","28118","8738","7319","0","0","21522","22918","16699","27296","1037","1068","37","43","951","2647","2355","1439","5101","4695","5741","3781","2154","2632","29","30","1664","5683","18","53","2","3","6","4","118","73","5","4","0","0","884","144","36","3","12","4","27","1","74","9","21","0","0","0","0","0","3","1","34","4","12","2","3","2","0","0","20","2","4","0","1","1","7","1","250","35","27","2","16","0","13","4","33","5","0","0","95","10","3","3","3","4","21","0","7","1","9","1","5","3","9","0","1","0","0","0","213","154","1","1","20","5","0","0","0","0","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","2","7","7","1","0","3","2","0","0","0","0","8","2","3","0","2","0","2","0","1","0","0","0","2","0","0","0","0","1","2","0","1","0","0","0","9","2","1","3","10","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","17567","10152","3290","2393","0","0","62","29","45","44","1","2","2","2","1","0","31","22","7","6","11","6","5","4","3","0","1","1","11","2","10","7","4","1","0","0","2","1","1","0","0","0","0","1","28","24","199","155","37","23","14","8","8","1","18","6","8","4","26","17","13","19","3","0","0","1","0","0","3224","2244","539","383","6","1","16","13","2","2","1","3","6","1","2","2","2","2","8","10","1","0","218","60","1211","438","1875","466","521","97","584","159","2257","992","201","78","324","125","330","79","84","17","207","74","143","57","9","3","269","322","95","22","216","139","1","0","65","6","6","0","21","8","4","1","0","0","4","0","25","11","56","12","1","0","20","5","0","0","2","2","6","5","1","2","1","0","10","2","29","46","134","73","0","0","108","44","158","72","44","34","0","0","37","19","8","7","0","0","0","0"
"98","2","57007","42417","9464","7433","6","0","18413","19828","16362","25886","2599","2371","79","69","2185","4634","4370","1825","5970","5319","5853","4065","2748","2349","17","23","2475","7119","19","46","2","3","13","3","162","181","9","4","11","2","1141","207","43","12","17","1","33","1","55","3","17","0","1","0","0","0","4","1","79","12","12","5","1","0","0","0","32","3","6","2","3","0","6","0","330","36","46","0","16","0","17","2","31","4","0","0","123","20","7","2","5","2","47","7","10","1","3","1","8","0","10","0","4","0","0","0","281","164","1","1","16","1","1","0","4","0","1","0","1","0","0","0","0","0","0","0","0","0","6","0","0","0","9","4","5","0","10","2","0","0","0","0","7","1","0","0","1","0","1","0","0","0","0","0","1","0","0","1","2","0","3","2","0","0","0","1","2","1","4","4","4","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","15118","6937","2602","1624","0","0","82","32","16","8","2","0","4","1","0","0","23","7","15","5","19","14","29","24","3","0","0","0","15","8","17","4","1","0","1","3","9","8","1","0","0","3","6","4","28","17","141","49","37","15","13","1","5","15","24","10","5","2","28","14","14","12","2","0","1","1","0","0","2392","1446","372","158","3","5","23","14","13","10","0","0","0","0","0","0","7","10","5","2","0","0","200","53","1301","428","2298","466","700","114","604","168","2252","802","199","74","356","88","382","74","128","34","229","41","136","26","12","2","235","231","118","43","283","103","0","0","77","5","8","0","22","7","1","0","0","0","2","0","10","5","36","26","1","0","27","6","0","1","12","4","14","7","13","2","3","0","16","11","42","24","190","92","0","0","130","44","127","85","35","16","2","2","23","4","7","3","3","3","1","0"
"98","3","58261","47089","8636","5822","14","0","24994","29587","36782","50220","1121","1369","40","33","1689","3110","4230","2559","6255","6645","9752","8231","3015","2631","42","70","2487","5811","21","28","1","4","8","3","116","81","0","1","0","0","1498","160","87","7","57","8","83","2","60","3","28","0","1","0","0","0","12","5","114","17","18","6","5","1","0","1","83","8","13","2","6","0","7","3","408","48","47","2","20","2","28","5","46","3","3","0","245","52","5","2","10","2","84","1","13","2","18","0","5","2","10","0","2","0","0","0","257","85","3","0","39","2","0","0","2","0","0","0","5","0","0","0","0","0","0","0","0","0","5","0","0","0","17","1","6","1","15","1","0","0","0","0","7","7","1","0","1","0","2","0","0","0","0","0","0","0","0","0","3","0","5","0","1","1","1","0","2","0","4","1","25","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","19772","9942","3322","2385","1","0","124","31","11","6","1","0","5","3","0","0","41","15","28","8","20","12","25","8","2","0","1","0","7","8","11","6","6","3","3","1","3","9","0","0","3","2","3","4","51","20","279","143","63","19","23","10","6","2","44","12","9","5","14","6","21","18","6","1","1","0","4","1","2958","1661","492","253","7","3","19","21","9","8","5","0","1","2","3","0","1","3","11","8","5","1","323","83","1784","473","3487","1012","1119","187","978","197","3381","1500","421","111","450","124","568","120","180","34","342","46","122","33","23","3","337","347","194","40","351","113","3","1","105","10","9","3","20","12","4","3","0","0","7","0","22","5","52","14","1","0","33","5","2","0","13","2","7","9","14","5","6","2","40","14","45","23","376","189","0","0","216","51","155","63","61","24","3","0","30","11","51","9","2","2","1","0"
"98","4","47774","31537","7985","5309","0","0","37233","47416","57782","73682","1398","1948","61","48","1825","2772","4627","3456","5850","6459","10480","7625","3639","4011","25","39","2360","5943","28","67","0","2","3","2","88","62","1","0","5","3","1294","177","60","1","35","3","43","0","64","5","25","0","1","0","0","1","4","1","119","11","27","2","11","0","0","1","88","3","8","3","6","0","18","0","253","56","68","5","25","1","36","6","66","9","0","0","191","35","9","1","12","4","136","5","33","3","18","1","16","3","28","0","11","0","0","0","201","97","4","0","86","10","0","0","2","1","0","1","3","0","0","0","0","0","0","0","0","0","6","4","0","0","26","9","2","0","64","22","0","0","2","0","8","7","0","0","0","1","2","1","0","0","0","0","0","0","1","0","6","1","3","0","1","0","0","0","2","0","11","6","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","20070","11709","3252","2352","0","0","184","125","25","10","0","0","3","1","0","0","32","16","28","12","32","17","12","7","5","5","6","1","5","5","10","2","14","8","1","2","5","2","0","0","0","1","0","3","61","28","212","73","38","10","39","17","5","1","49","16","15","4","12","7","28","7","8","3","3","0","0","0","3121","2198","418","239","4","0","16","8","4","2","0","0","1","0","1","0","9","1","6","2","0","0","317","144","1876","880","2664","960","823","239","680","230","3432","2217","422","215","382","120","406","164","132","44","226","57","125","35","16","4","390","494","123","47","283","135","2","1","91","21","5","1","22","15","2","1","1","0","2","0","16","8","60","22","0","0","13","1","2","0","8","2","11","6","2","2","3","2","14","9","40","22","266","150","0","0","146","57","141","79","55","12","6","1","29","16","21","10","2","1","3","1"
"98","5","39537","29485","8267","5896","12","7","26600","33319","50211","60033","1091","1331","47","45","1701","2723","3336","1889","4332","4362","7351","6454","2838","3267","19","29","2110","5476","36","34","12","8","7","3","122","52","10","4","0","0","1253","174","55","0","11","3","60","2","74","3","41","3","2","0","0","0","1","1","100","9","14","1","3","3","1","0","75","3","18","1","6","2","4","2","359","38","62","7","17","0","15","4","49","6","6","0","121","22","10","3","6","5","60","4","8","3","12","3","7","1","9","0","4","0","0","0","161","93","1","0","31","3","0","0","0","0","1","0","2","0","0","0","1","0","0","0","0","0","4","1","1","0","5","1","4","2","9","1","0","0","2","2","14","12","4","1","0","0","1","0","0","0","0","0","1","1","0","0","4","1","1","0","0","0","0","0","2","0","1","1","12","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","18844","9885","2847","1897","0","0","34","20","21","15","0","0","1","0","0","0","20","10","13","7","20","10","18","11","4","10","1","0","7","2","3","3","3","2","0","1","4","3","0","0","0","1","3","0","42","7","181","53","77","9","26","6","6","5","46","14","8","6","16","8","24","7","1","1","2","0","1","0","2315","1275","408","207","4","1","9","6","1","1","4","1","6","1","1","0","3","1","2","0","1","0","225","62","1339","485","2228","475","823","143","593","160","2264","897","246","82","298","83","394","96","100","24","192","38","84","31","13","2","327","327","143","34","228","71","2","0","90","8","6","0","11","8","5","0","0","0","3","0","13","11","60","11","2","1","51","4","0","0","22","8","1","5","16","2","3","0","23","23","40","28","191","60","0","0","124","48","110","69","94","50","3","0","28","17","38","8","1","1","0","0"
"98","6","40867","20861","9187","4140","4","0","26838","30623","27061","30411","1818","2489","60","54","2226","2953","4357","1626","4595","4346","8771","7897","3555","3791","27","36","3276","6045","23","38","3","5","8","3","139","97","5","0","1","2","1531","212","60","1","31","4","86","2","53","2","18","1","5","1","0","0","2","1","191","25","13","0","3","0","0","0","93","8","7","3","3","0","11","2","367","52","68","18","34","1","16","2","94","4","0","0","202","19","10","1","12","8","68","1","9","4","11","1","7","1","4","0","2","0","0","0","185","70","0","1","68","2","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","4","0","3","1","11","1","0","0","0","0","11","0","2","0","0","0","2","0","1","0","0","0","2","0","0","0","4","0","0","0","0","0","0","1","5","0","2","0","5","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","22380","12912","2348","1263","0","0","70","24","31","13","0","0","1","0","11","3","20","13","10","5","23","14","48","14","1","0","1","0","9","4","19","12","2","2","3","2","10","4","1","0","4","2","3","1","51","22","254","52","58","13","22","8","13","13","41","15","6","6","22","11","32","9","3","1","0","0","0","0","2673","1612","352","179","8","4","17","7","9","6","1","0","4","1","0","0","5","2","3","1","3","0","312","132","1606","546","2487","716","995","385","678","185","2450","1174","397","162","360","71","452","107","122","18","200","39","110","36","16","4","309","354","119","30","247","99","2","0","119","28","9","3","15","9","1","0","1","0","3","0","27","15","82","25","1","0","25","2","1","0","7","3","5","3","11","6","2","0","23","6","31","15","422","117","0","0","150","53","108","49","73","26","1","1","45","9","23","8","1","0","0","0"
"98","7","43970","28685","8835","5532","2","0","29447","34556","30194","39963","1387","1508","27","31","1977","3025","3782","1911","4654","4180","6030","4358","2943","3227","29","19","2529","6407","18","38","5","3","1","1","157","113","5","0","10","4","1424","171","87","7","33","5","55","1","93","5","27","0","2","2","0","0","1","4","122","8","16","3","2","0","0","0","121","23","12","2","5","1","21","1","313","43","64","35","14","0","28","0","43","6","1","0","130","16","6","0","5","2","98","15","6","0","9","0","4","0","2","0","11","0","0","0","257","166","2","1","18","3","1","1","0","0","1","0","1","1","0","0","0","0","0","1","0","0","1","1","0","0","13","5","0","0","12","4","0","0","0","0","6","1","0","0","15","6","1","0","0","0","0","0","4","3","0","0","4","0","1","1","2","1","0","0","0","0","25","40","7","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","7","2","21351","13051","2953","2246","0","0","100","39","7","7","3","0","1","0","3","0","22","9","8","11","23","8","21","9","2","0","4","3","7","2","13","7","1","1","1","3","6","12","0","0","7","5","2","3","53","15","179","80","51","17","47","20","8","5","59","30","17","6","19","6","15","12","3","0","1","1","5","3","2634","1662","406","184","22","4","14","20","5","4","1","1","4","3","0","0","10","5","5","3","0","0","339","130","1587","730","2392","675","830","245","777","343","2557","1123","378","179","348","148","502","167","132","46","208","60","127","40","2","1","272","280","95","72","328","189","2","2","122","11","6","3","24","12","2","0","0","0","5","0","27","29","172","90","1","0","67","21","3","1","11","17","12","12","27","7","3","10","48","42","67","40","377","199","0","0","182","102","133","71","160","90","1","1","24","18","23","25","1","1","1","0"
